cpt_slug,post_title,tax_categorias_empreendimentos,tax_tipo_atrativo,tax_rotas_turisticas,resumo_historico,endereco_localizacao,entrada,horario_de_visitacao,guia_necessario,subtitulo_slogan,endereco_completo,telefone_whatsapp,instagram,site_oficial,horario_de_funcionamento,comodidades,destaque_na_home,data_de_inicio,sobre_o_evento,data_de_fim,local_do_evento,valor_do_ingresso,link_de_inscricao_compra,organizador
empreendimentos,"Bike Shop Adventure","Apoio ao Turista",,,,"Loja especializada na venda de bicicletas, peças e equipamentos para ciclistas tanto amadores quanto profissionais. Promove diversos cursos ligados à manutenção da bicicleta e à conduta do ciclista. Oferece circuitos para todas as modalidades e locação de vários modelos.","Rua Jorge Mansos do Nascimento Teixeira, 210, Centro, São José dos Pinhais, PR, Brasil, 83005-500",,,"Sua aventura sobre duas rodas começa aqui!","Rua Jorge Mansos do Nascimento Teixeira, 210, Centro, São José dos Pinhais, PR, Brasil, 83005-500",4132836829,@bikeshoping,bikeshop.cgdw.com.br,Seg-Sex: 10h-19h | Sáb: 9h-13h,Acessibilidade,Não,,,,,,
empreendimentos,"Bio Arts - Marcenaria","Compras e Produtos Locais",,,,"Criação artesanal de móveis rústicos utilizando madeiras que seriam descartadas em peças exclusivas, belas e duráveis. Cada móvel é cuidadosamente tratado com resina epóxi e depois lapidado, gerando peças únicas. O trabalho é artesanal e sob encomenda através das mídias online.","Avenida Rui Barbosa, 7735, Centro, São José dos Pinhais, PR, Brasil, 83005-340",,,"Móveis rústicos resinados refinados e elegantes.","Avenida Rui Barbosa, 7735, Centro, São José dos Pinhais, PR, Brasil, 83005-340",41996326659,@bioarts.marcenaria,www.bioartsmarcenaria.com.br,Atendimento Online,Não possui loja física,Não,,,,,,
empreendimentos,"Bolachas Vovó Elza","Compras e Produtos Locais",,,,"A loja tem sua origem nas receitas centenárias da Vó Elza da cidade de Gaspar, Santa Catarina e estabelecidas em Curitiba desde 1998. Tem ótimas lembrancinhas tradicionais e criativas na forma de biscoitos, como as caixas de bolachas de mel cobertas com chocolate.","Rua Izabel A Redentora, 1434, Loja 128 (Piso L1 Shopping São José), Centro, São José dos Pinhais, PR, Brasil, 83005-010",,,"Deliciosas lembrancinhas e biscoitos criativos.","Rua Izabel A Redentora, 1434, Loja 128 (Piso L1 Shopping São José), Centro, São José dos Pinhais, PR, Brasil, 83005-010",4132161029,@bolachasvovoelza,lojabolachasvovoelza.com.br,Seg-Sáb: 10h-22h | Dom: 14h-20h,"Estacionamento, Acessibilidade",Não,,,,,,
empreendimentos,"Casa do Campo - Móveis Rústico e Decoração","Compras e Produtos Locais",,,,"A loja possui autenticidade e combina tradição, estilo e o charme do rústico. Cada peça é escolhida com esmero pela proprietária. Oferece uma variedade impressionante de móveis e objetos de decoração vindos de várias partes do Brasil. Ideal para decoradores e designers de interiores.","Rodovia BR-376, 2131, Centro, São José dos Pinhais, PR, Brasil, 83005-446",,,"Autenticidade e charme rústico em cada peça.","Rodovia BR-376, 2131, Centro, São José dos Pinhais, PR, Brasil, 83005-446",41995890921,@casadocampomoveisrusticos,www.ccmoveisrusticos.com.br,Seg-Sex: 9h-18h | Sáb: 9h-14h,Estacionamento,Não,,,,,,
empreendimentos,"Cerâmica Tortato","Compras e Produtos Locais",,,,"O local é simples e reúne cerâmica e olaria. Os produtos surpreendem pela qualidade e acabamento dos tijolos refratários usados para a construção de fogões a lenha e churrasqueiras, incluindo tijolos maciços, curvos e com diferentes espessuras. Vende também acessórios de ferro fundido de alta qualidade.","Rua Teófilo Negosek, 296, Colônia Zacarias, São José dos Pinhais, PR, Brasil, 83020-836",,,"Cerâmica e olaria de alta qualidade com produtos surpreendentes.","Rua Teófilo Negosek, 296, Colônia Zacarias, São José dos Pinhais, PR, Brasil, 83020-836",41985363345,@tortatoficial,www.tortatoficial.com.br,Seg-Sex: 8h-18h | Sáb: 9h-17h,Estacionamento,Não,,,,,,
empreendimentos,"Chácara Gomes - Produtos Rzeznik","Compras e Produtos Locais",,,,"O local é rústico e oferece sucos, doces, salgados e produtos coloniais, além de venda de cogumelos paris, morango, verduras e legumes frescos ideais para lanches e passeios ao ar livre.","Rua Lisímaco Cruz, S/N, Área Rural, São José dos Pinhais, PR, Brasil, 83000-000",,,"Descubra sabores coloniais autênticos e produtos frescos.","Rua Lisímaco Cruz, S/N, Área Rural, São José dos Pinhais, PR, Brasil, 83000-000",41997017985,@produtosrzeznik,,Sáb-Dom: 14h-22h | Seg-Sex: Fechado,"Estacionamento, Acessibilidade",Não,,,,,,
empreendimentos,"Complexo Comercial R7","Apoio ao Turista","Caminho do Vinho",,"É um centro comercial de médio porte localizado no bairro Costeira. Oferece aproximadamente 32 lojas distribuídas entre comércio e serviços, em um ponto estratégico para quem está na região ou próximo ao Caminho do Vinho. É um ponto de parada muito apreciado por ciclistas.","Alameda Arpo, 2565, Costeira, São José dos Pinhais, PR, Brasil, 83010-290",,,"Um centro comercial estratégico na região, ideal para turistas e ciclistas.","Alameda Arpo, 2565, Costeira, São José dos Pinhais, PR, Brasil, 83010-290",,@r7comercialalameda,,Horário de funcionamento das lojas pode variar.,"Restaurante, Acessibilidade, Estacionamento",Não,,,,,,
empreendimentos,"Copenhagen Store Moda Country","Compras e Produtos Locais",,,,"É referência em moda country e também se destaca pelo apoio a eventos culturais, incluindo o projeto 4x4 voltado para os jovens. Oferece produtos masculinos, femininos e infantis, acessórios de couro legítimo, chapéus, botas texanas, fivelas e moda campeira.","Rua Barão do Cerro Azul, 2828, Santo Antônio, São José dos Pinhais, PR, Brasil, 83025-140",,,"Referência em moda country e apoio a eventos culturais.","Rua Barão do Cerro Azul, 2828, Santo Antônio, São José dos Pinhais, PR, Brasil, 83025-140",41999526687,@copenhagenstorebrasil,www.copenhagenoficial.com.br,Seg-Sex: 9:30h-19h | Sáb: 9:30h-18h | Dom: Fechado,Estacionamento,Não,,,,,,
empreendimentos,"Empório Vinhos & Olivas","Compras e Produtos Locais",,,,"Conhecido por sua seleção sofisticada de produtos importados de alta qualidade, incluindo chocolates Nugali, variedades de azeitonas (incluindo da Vale Fértil) e presentes especiais. Também oferece queijos finos como o Asiago Witmarsum, além de caponatas sicilianas e pães italianos.","Rua Joinville, 3060, São Pedro, São José dos Pinhais, PR, Brasil, 83020-000",,,"Empório de produtos de alta qualidade","Rua Joinville, 3060, São Pedro, São José dos Pinhais, PR, Brasil, 83020-000",41991646655,@emporio_vinhoseolivas,,Seg-Sáb: 9h-19h | Dom: Fechado,"Estacionamento, Acessibilidade",Não,,,,,,
empreendimentos,"Feira do Produtor - Mercado","Compras e Produtos Locais",,,,"Feira dos produtores locais que acontece aos sábados no estacionamento da loja agropecuária CLAC. São vendidos produtos como embutidos, hortaliças, pães caseiros, massas e bolos. Permite que produtores comercializem o excedente de produção que não conseguiram vender na semana.","Rua Colombo, 1975, Centro, São José dos Pinhais, PR, Brasil, 83025-300",,,"Venda de produtos direto do produtor","Rua Colombo, 1975, Centro, São José dos Pinhais, PR, Brasil, 83025-300",4130355850,@cooperativa-de-laticinios-curitiba,https://clac.lwsite.com.br/,Sáb: 8h-12h,,Não,,,,,,
