cpt_slug,post_title,tax_categorias_empreendimentos,tax_tipo_atrativo,tax_rotas_turisticas,resumo_historico,endereco_localizacao,entrada,horario_de_visitacao,guia_necessario,subtitulo_slogan,endereco_completo,telefone_whatsapp,instagram,site_oficial,horario_de_funcionamento,comodidades,destaque_na_home,data_de_inicio,sobre_o_evento,data_de_fim,local_do_evento,valor_do_ingresso,link_de_inscricao_compra,organizador
atrativos,"Parque São José - Horto Municipal",,"Parques e Passeios",,"O espaço ocupa uma área de aproximadamente 649.000 m² e oferece uma ampla variedade de opções para lazer, contemplação e atividades esportivas. Destaca-se por abrigar o Horto Municipal, o Jardim das Sensações e uma grande lagoa, que tornam o local especialmente atrativo para quem busca contato com a natureza e momentos de tranquilidade.","-25.522312, -49.212493","Gratuita","Seg-Dom: 7h-23h","Não",,"-25.522312, -49.212493","4132836899",,,,"Pistas de atletismo, pista de bocha, campo de futebol, quadra de vôlei, playground, academia ao ar livre, parcão para pets, churrasqueiras, lago, barracas de comida e bebida, food trucks, estacionamento.","Não",,,,,,
atrativos,"Praça dos Missionários do Verbo Divino",,"Parques e Passeios",,"A praça oferece múltiplas opções de lazer, desde quadras poliesportivas até uma pista de skate. O local também conta com uma pequena galeria de arte a céu aberto e um anfiteatro. Destacam-se as obras 'Imigrantes' e 'Sociedade do Verbo Divino', do artista Roney Erthal.","-25.533599, -49.204736","Gratuita",,"Não",,"-25.533599, -49.204736",,,,,,"Pista de skate, quadras poliesportivas, galeria de arte a céu aberto, anfiteatro","Não",,,,,,
atrativos,"Ecoguaricana",,"Turismo ecopedagógico",,"A Eco Guaricana é uma agência de ecoturismo especializada em experiências imersivas na natureza da Mata Atlântica. Com foco em educação ambiental, promove atividades como trilhas, passeios de caiaque, visitas a reservas naturais e vivências culturais que permitem aos participantes explorar a biodiversidade local e aprender sobre práticas sustentáveis.","-25.726499, -49.129269","Paga",,"Sim",,"-25.726499, -49.129269","4199641974","https://www.instagram.com/ecoguaricana","http://www.ecoguaricana.com.br",,"Trilhas, passeios de caiaque, visitas a reservas naturais, vivências culturais","Não",,,,,,
atrativos,"Rancho Caminho das Águas",,"Turismo ecopedagógico",,"Propriedade familiar criada em 1878 na região de colonização polonesa, há mais de 20 anos cultiva morangos. Produz orgânicos, hortaliças, frutas e produtos coloniais. Oferece turismo ecopedagógico, espaço para eventos e diversas atividades ao ar livre. Possui 20 hectares, sendo 60% de área preservada.","-25.614080, -49.078741","Paga","Meio período: 08:30-13:00 ou 13:30-18:00 | Integral: 08:30-18:00 | Noite: 19:00-23:00","Sim",,"-25.614080, -49.078741","41991354575","https://www.instagram.com/ranchocaminhodasaguas","http://www.ranchocaminhodasaguas.com",,"Turismo ecopedagógico, passeio de pônei e cavalo, minhocário, oficina de Alimentação Saudável, ordenha, trilha ecológica.","Não",,,,,,
atrativos,"Família Ienkot - campos de camomila e girassol",,"Experiência Agropequária",,"A Família Ienkot oferece uma experiência única em sua chácara, onde é possível alugar o espaço para eventos e desfrutar do turismo de experiência. Os visitantes podem participar de piqueniques no bosque, cercados por campos de camomila ou girassóis vermelhos e amarelos. A experiência varia conforme a época do ano e as floradas.","-25.750337, -49.240599","Paga","Variável, acompanhar pelas mídias sociais.","Não",,"-25.750337, -49.240599","41987596704","https://www.instagram.com/familia.ienkot",,,,"Day use, café colonial, festas de aniversários, vivências, piquenique.","Não",,,,,,
atrativos,"La Choupana - morangos",,"Experiência Agropequária",,"La Choupana é um espaço que adota o conceito de 'colha e pague', oferecendo uma experiência de turismo rural com foco no contato direto com a natureza e com o universo agrícola. O local cultiva morangos semi-hidropônicos em calhas suspensas, proporcionando ao visitante uma vivência diferenciada no campo.","-25.613118, -49.081943","Gratuita","Sáb, Dom e Feriados: 13h-18h","Não",,"-25.613118, -49.081943","41998225611","https://www.instagram.com/lachoupana001",,,,"Venda de sucos, salgados, sanduíches coloniais, doces à base de morango, local de descanso, pet friendly.","Não",,,,,,
atrativos,"Lavandário Sítio São João",,"Experiência Agropequária",,"O Lavandário Sítio São João oferece uma experiência única de piqueniques entre campos de lavanda, girassóis e alecrim. O local conta com o charmoso Café Lavandário e áreas para meditação, além de trechos de mata nativa ideais para banhos de floresta.","-25.751815, -49.219276","Paga","2º e 3º fim de semana do mês: 13h-17h","Não",,"-25.751815, -49.219276","41988618241","https://www.instagram.com/lavandariositiosaojoao",,,,"Espaço instagramável, espaço para meditação, cromoterapia, rampa de acessibilidade nos banheiros e quiosque.","Não",,,,,,
atrativos,"Orquidário das Araucárias",,"Experiência Agropequária",,"O Orquidário das Araucárias é um espaço premiado, criado pela paixão de Alberto Vailasky, que transformou seu hobby em um negócio especializado. O local é referência para colecionadores e apreciadores de orquídeas, oferecendo uma variedade de insumos estratégicos para cultivo e manutenção saudável.","-25.591223, -49.132062","Gratuita","Seg-Sex: 9h-17h | Sáb-Dom: 10h-18h","Não",,"-25.591223, -49.132062","41991489436","https://www.instagram.com/orquidario_das_araucarias",,,,"Oferece orquídeas para apreciadores e colecionadores, insumos para jardinagem.","Não",,,,,,
atrativos,"Rocha Estar & Mato - Chácara",,"Experiência Agropequária",,"A chácara Rocha Estar & Mato oferece aos visitantes a experiência única de estar em meio à natureza. Com estrutura para piqueniques, caminhadas no bosque e colheita de verduras, o local promete uma imersão no ambiente rural.","-25.771407, -49.190417","Gratuita","Sáb-Dom: 14h-18h","Não",,"-25.771407, -49.190417","41999631222",,,,,,"Colha e pague de verduras, caminhada no bosque, área verde para fotos e piqueniques","Não",,,,,,
atrativos,"Só Morangos - Colha e Pague",,"Experiência Agropequária",,"Só Morangos - Colha e Pague é uma propriedade rural que oferece uma experiência única no cultivo de morangos. Fundado em 1999, tornou-se referência na região, permitindo aos visitantes colher os frutos diretamente da plantação. A loja fica aberta o ano todo com sorvetes, geleias e morangos frescos.","-25.563088, -49.125347","Paga","Ter-Sex: 13h-17h | Sáb-Dom: 10h-17h | Seg: Fechado","Não",,"-25.563088, -49.125347","4136351169",,"www.somorangos.com.br",,,"Amplo estacionamento pago, loja com produtos à base de morangos, degustação à vontade.","Não",,,,,,
atrativos,"Cini",,"Turismo Industrial",,"Fundada em 1904, a Cini é a mais antiga fábrica de refrigerantes do Brasil, com raízes em Vêneto, Itália, através da história de Ezígio Cini. Inicialmente, produzia cerveja e se estabeleceu em São José dos Pinhais em 1904. Os refrigerantes Gengibirra, Cini Framboesa e Laranjinha são campeões de venda.","-25.518895, -49.162356","Gratuita","Seg-Sex: 8h-18h | Sáb-Dom: Fechado","Sim",,"-25.518895, -49.162356","41988494269","https://www.instagram.com/cinibebidas","http://www.cini.com.br",,,"Fábrica de refrigerantes mais antiga do Brasil; Possui um painel com a linha do tempo da história da empresa.","Não",,,,,,
atrativos,"Renault do Brasil",,"Turismo Industrial",,"A Renault do Brasil é um marco na indústria automobilística, abrigando duas fábricas de veículos de passeio e comerciais leves. Com 5,3 mil colaboradores diretos, a planta ocupa 2,5 milhões de m², dos quais 40% são de mata preservada. É um exemplo em práticas de indústria 4.0 e aterro zero.","-25.530830, -49.115345","Gratuita","Seg-Sex: 6h-23h","Sim",,"-25.530830, -49.115345","08000555615",,,,,,"Fábrica de veículos, centro de preparação logística, sede administrativa, centro de Engenharia, Renault Design Center","Não",,,,,,
atrativos,"Volkswagen",,"Turismo Industrial",,"Inaugurada em 1999, a fábrica da Volkswagen é uma das mais modernas do grupo no mundo. Com alta tecnologia e processos automatizados, ela oferece o programa de visitação VCnaVW, permitindo ao público conhecer suas operações durante os turnos de produção. Pioneira no uso de robôs colaborativos.","-25.668495, -49.178915","Gratuita","Seg-Sex: 9h-17h","Sim",,"-25.668495, -49.178915","4133813002","https://www.instagram.com/vwbrasil","https://www.vwnews.com.br/company/3/3",,,"Possui acessibilidade no estacionamento e na entrada. Estacionamento disponível.","Não",,,,,,
eventos,"Casa do Papai Noel - Natal de encanto e luz",,,,"A Casa do Papai Noel, localizada no Parque da Fonte, é a casa mais iluminada da cidade durante as festividades natalinas. A casa de madeira do parque, típica da região, transforma-se juntamente com todo o Parque da Fonte para receber o Papai Noel e seus amigos.","-25.504780, -49.181278","Gratuita",,,"A casa mais iluminada da cidade durante as festividades natalinas.","-25.504780, -49.181278",,"https://www.instagram.com/casadopapainoelsjp",,,,"Decoração natalina, apresentações de corais, Banda Marcial, shows musicais, praça de alimentação.","Não",,"Apresentações e shows para todas as idades, proporcionando diversão e alegria para várias gerações.",,"-25.504780, -49.181278",,,
eventos,"Cavalgada do Batom",,,,"A cavalgada é um evento exclusivo para mulheres, destacando a força e a paixão das amazonas pela atividade equestre. Além da cavalgada, a programação oferece diversas opções de lazer para toda a família, shows e apresentações musicais.","-25.598146, -49.223587","Gratuita",,,"Evento exclusivo para mulheres destacando a força e a paixão pela atividade equestre.","-25.598146, -49.223587",,,,,,,"Praça de alimentação, shows, espaço kids.","Não",,"Concurso para a escolha das Rainhas, Princesas, Musas e Miss Simpatia, além de disputas emocionantes em provas de campo.",,"-25.598146, -49.223587","1 kg de alimento não perecível",,
eventos,"Feira de Artesanato",,,,"Proporciona aos munícipes e turistas um espaço organizado para a compra de produtos artesanais. A feira de artesanato visa incentivar a atividade artesanal e valorizar os artistas e produtores do município.","-25.536008, -49.205219","Gratuita",,,"Incentivo e valorização aos artistas locais.","-25.536008, -49.205219",,,,,,,"Diversos itens de vestuário, decoração, artesanato e gastronomia típica.","Não",,"Feira de produtos artesanais e economia solidária.",,"-25.536008, -49.205219",,,
eventos,"Festa da Colheita",,,,"Este é um evento de agradecimento e comemoração da safra dos bons frutos da terra iniciados pelos imigrantes poloneses. É realizada todos os anos pelos produtores para agradecer a Deus a safra do ano anterior.","-25.593605, -49.127002","Gratuita",,,"Agradecimento e comemoração da safra dos bons frutos da terra.","-25.593605, -49.127002","41998244101","https://www.instagram.com/paroquia.scjmurici",,,,"Missa de Ação de Graças, desfile temático, almoço típico, apresentações de grupos folclóricos.","Não","Abril","Há um desfile com carros alegóricos, mostrando todas as fases do plantio à colheita e missa na igreja Sagrado Coração de Jesus.","Abril","-25.593605, -49.127002",,,
eventos,"Festa de São José",,,,"A festividade acontece nos dias que antecedem o dia 19 de março e culmina no dia do padroeiro da cidade, São José. Durante o evento, diversas atividades são realizadas.","-25.535047, -49.207027","Gratuita",,,"Festividade em homenagem ao padroeiro da cidade, São José.","-25.535047, -49.207027",,,,,,,"Bolo de 20 metros, camarim de pintura, apresentação de bonecos gigantes, corrida de meia maratona, shows com artistas locais.","Não","Março","Apresentação de bonecos gigantes, corrida de meia maratona e shows com artistas locais e nacionais.","Março","-25.535047, -49.207027",,,
eventos,"Festa do Trigo",,,,"O evento, realizado na última semana de janeiro na Colônia Marcelino, celebra o encerramento da safra do trigo e dá graças a Deus pela boa colheita. Criado pelos imigrantes ucranianos pioneiros no Brasil.","-25.749220, -49.240356","Gratuita",,,"Celebração do encerramento da safra do trigo na Colônia Marcelino.","-25.749220, -49.240356",,,,,,,"Artesanato típico ucraniano, pêssanka, pratos tradicionais, apresentações folclóricas.","Não","Janeiro","A festa oferece uma variedade de pratos típicos, permitindo que os participantes saboreiem delícias tradicionais como kutiá, perohê, holuptsi e churrasco.","Janeiro","-25.749220, -49.240356",,,
eventos,"Festa do Vinho",,,,"O evento geralmente é realizado entre agosto e setembro e conta com atrações culturais e gastronômicas que movimentam o Caminho do Vinho. O público pode desfrutar de shows, dança folclórica e pratos típicos.","-25.568546, -49.133188","Gratuita",,,"Atrações culturais e gastronômicas no Caminho do Vinho.","-25.568546, -49.133188",,,,,,,"Shows e apresentações, ampla variedade de pratos típicos italianos, distribuição da polenta de 17 metros.","Não","Agosto","O público pode desfrutar de shows e apresentações de artistas locais, com destaque para a degustação de vinhos artesanais.","Setembro","-25.568546, -49.133188","1 kg de alimento não perecível",,
eventos,"Festival do Pinhão",,,,"Foi criado com o objetivo de homenagear o município de São José dos Pinhais, o pinhão e o Pinheiro do Paraná e também de apresentar os empreendimentos das Colônias.","Diversos lugares na cidade, São José dos Pinhais, PR, Brasil","Gratuita",,,"Homenagem ao município, o pinhão e o Pinheiro do Paraná.","Diversos lugares na cidade, São José dos Pinhais, PR, Brasil",,,,,,,"Apresentações culturais de grupos de dança folclóricas e bandas regionais, parque de diversão, praça de alimentação.","Não","Julho","A programação do festival inclui exposição e venda de artesanatos, música e dança e atividades recreativas para todas as idades.","Julho","Diversos lugares na cidade, São José dos Pinhais, PR, Brasil",,,
eventos,"Aurora Eventos",,,,"Está localizado na Rota das Colônias. Oferece uma combinação de estrutura moderna com um ambiente tranquilo e integrado à natureza. É uma opção adequada para encontros corporativos, treinamentos, workshops e confraternizações.","-25.582198, -49.212218",,,,,"Local para quem busca exclusividade e sofisticação para eventos.","-25.582198, -49.212218","41991138986","https://www.instagram.com/auroraevenntos",,,,"Espaço exclusivo para encontros corporativos e eventos familiares.","Não",,"A equipe especializada oferece serviços adaptáveis a diferentes formatos e tamanhos de grupos.",,"-25.582198, -49.212218",,,
eventos,"Belliti - Chácara de eventos",,,,"O local possui uma arquitetura moderna com toque rústico que harmoniza vidro e madeira em um charmoso chalé. A área total é de 24 mil m², muito bem cuidada, ideal para apresentações e casamentos.","-25.628423, -49.224699",,,,,"Arquitetura que combina o moderno e o rústico, além de um jardim de beleza cênica.","-25.628423, -49.224699","41996500473","https://www.instagram.com/bellitichacara","http://www.belliti.com.br",,,"Salão para festas, estacionamento, lareira, espaço ao ar livre.","Não",,"O espaço é voltado para eventos em meio à natureza, garantindo privacidade e sofisticação.",,"-25.628423, -49.224699",,,
eventos,"Caprini Malhada - Chácara de eventos",,,,"A chácara Caprini Malhada oferece 24.000 m² de área bem cuidada e uma estrutura completa para celebrações. Com um salão climatizado, cozinha industrial, som e iluminação.","-25.681198, -49.096700",,,,,"Desfrute de piscina, campo de futebol, lagos e jardins em um ambiente rural encantador.","-25.681198, -49.096700","41995075912","https://www.instagram.com/caprinieventos","https://bit.ly/CAPRINISJP",,,"Salão climatizado, gerador a diesel, espaços ao ar livre para casamentos.","Não",,"Estrutura desenhada para garantir excelência em eventos.",,"-25.681198, -49.096700",,,
eventos,"Espaço Namata",,,,"Construído para conectar pessoas com a natureza, está localizado em uma área de Mata Atlântica com nascentes preservadas, proporcionando ambientes internos e externos para atividades e treinamentos, palestras e confraternizações.","-25.545802, -49.202353",,,,,"Arquitetura contemporânea inserida em uma mata de araucárias.","-25.545802, -49.202353","41992369257","https://www.instagram.com/espaconamataeventos","http://www.espaconamata.com.br",,,"Domo geodésico para vivências, espaço gourmet, cozinha profissional.","Não",,"O local é focado em eventos corporativos em harmonia ambiental.",,"-25.545802, -49.202353",,,
eventos,"Jack Music Bar",,,,"Bar com ambiente descontraído, decoração acolhedora e estrutura preparada para música ao vivo. Oferece uma programação regular de shows, eventos temáticos, aulas de dança, e promoções especiais de chope.","-25.544949, -49.199035",,,,,"Ambiente casual e animado.","-25.544949, -49.199035","41999430503","https://www.instagram.com/jackmusicbar",,,,"Shows ao vivo, aulas de dança, ambiente temático.","Não",,"Espaço voltado para lazer, música e happy hour.",,"-25.544949, -49.199035",,,
eventos,"Pellanda - Lazer & Eventos",,,,"A chácara possui uma área de 100 mil m² e conta com extensa área verde, lagos artificiais, bosque e um grande salão para eventos. Há cinco gerações, o local pertence à família do Sr. Clodoaldo José Pellanda.","-25.602298, -49.218146",,,,,"Infraestrutura para eventos com extensa área verde.","-25.602298, -49.218146","41998911275","https://www.instagram.com/ChacaraPellanda","http://www.rotadascolonias.com.br/associado/chacara-pellanda",,,"Salão de 1.000m², equipe de brigadistas, churrasqueira, lagos.","Não",,"A chácara recebe diversos eventos, como encontros corporativos, casamentos e aniversários.",,"-25.602298, -49.218146",,,
eventos,"Rancho Ponderosa - Equosorriso",,,,"O rancho é um local de referência na integração entre o cuidado humano, o cavalo e a natureza. Abriga a EquoSorriso, uma ONG dedicada à Equoterapia e à Equitação Lúdica.","-25.656639, -49.120053",,,,,"Turismo de experiência e equoterapia em meio à natureza.","-25.656639, -49.120053","41998672932","https://www.instagram.com/chacara-rancho-ponderosa","https://www.equosorriso.org.br/",,,"Equipe multidisciplinar, picadeiros adaptados, salão para eventos.","Não",,"O espaço realiza eventos educativos e passeios pedagógicos com agendamento prévio.",,"-25.656639, -49.120053",,,
eventos,"Rendoke eventos",,,,"O espaço conta com uma estrutura moderna em meio à natureza. Oferece uma estrutura completa para receber eventos infantis e corporativos com conforto e praticidade.","-25.683567, -49.141798",,,,,"Eventos infantis e corporativos com conforto e praticidade.","-25.683567, -49.141798","41987405432",,"https://espacorendoke.com.br/",,,"Churrasqueiras internas e externas, salão fechado, campo de futebol suíço, cozinha industrial.","Não",,"A estrutura atende eventos em um ambiente rústico com instalações de primeira linha.",,"-25.683567, -49.141798",,,
