cpt_slug,post_title,tax_categorias_empreendimentos,tax_tipo_atrativo,tax_rotas_turisticas,resumo_historico,endereco_localizacao,entrada,horario_de_visitacao,guia_necessario,subtitulo_slogan,endereco_completo,telefone_whatsapp,instagram,site_oficial,horario_de_funcionamento,comodidades,destaque_na_home,data_de_inicio,sobre_o_evento,data_de_fim,local_do_evento,valor_do_ingresso,link_de_inscricao_compra,organizador
atrativos,"Grupo Folclórico Polonês Wawel",,"Folclore",,"Criado com a missão de garantir, resgatar e manter a cultura trazida pelos imigrantes poloneses no Brasil. Fundado em 1970 com o incentivo das irmãs da Sagrada Família, o grupo destaca-se por sua diversidade cultural nas danças, no artesanato e na gastronomia, ensaiando cantos folclóricos e peças teatrais.","-25.592243, -49.126559","Gratuita","Infantil: Seg. 19h | Juvenil: Sáb. 10h30 | Adulto: Sáb. 9h | Master: Seg. 19h","Não",,"-25.592243, -49.126559","41991097606","https://www.instagram.com/wawelfolclorepolones/",,,,"Não",,,,,,
atrativos,"Grupo Folclórico Soloveico",,"Folclore","Rota das Colônias","O Grupo Folclórico Soloveico tem sua origem na década de 1960, fundado pela jovem Irmã Eutêmia Royk da Congregação das Irmãs Servas de Maria Imaculada para preservar as tradições ucranianas na colônia. Após interrupções, o grupo foi revitalizado e nomeado Soloveiko, que significa rouxinol em ucraniano, estreando em 1994 no 28º Festival do Trigo. O nome Soloveiko homenageia um pássaro típico da Ucrânia, conhecido por seu canto belo e alegre.","-25.749935, -49.240841","Gratuita","Sáb: 8:30h-9:30h (Infantil e Juvenil) | Sáb: 16h (Adulto)","Não",,"-25.749935, -49.240841","41996396508","https://www.instagram.com/gruposoloveiko",,,,"Não",,,,,,
atrativos,"Bigos",,"Gastronomia","Rota das Colônias","O Bigos é um prato tradicional polonês, também conhecido como guisado de repolho. Originário das práticas de conservação de alimentos dos caçadores poloneses, é um símbolo da cozinha polonesa. Feito com chucrute ou repolho fresco, carne e especiarias, o Bigos é cozido lentamente para intensificar os sabores. Frequentemente consumido em festas e durante o inverno.","Colônia Murici e em lugares que comercializam produtos coloniais",,,"Não",,"Colônia Murici e em lugares que comercializam produtos coloniais",,,,,,"Não",,,,,,
atrativos,"Borscht",,"Gastronomia","Rota das Colônias","O Borscht é uma sopa tradicional da Europa Central e Oriental, especialmente popular na Ucrânia e na Rússia. Destaca-se pela cor vermelha da beterraba, seu ingrediente principal, podendo incluir repolho, cenoura, pepino, batata, cebola, tomate, cogumelos, carne e vinagre. É um alimento nutritivo e consistente.","Colônia Marcelino e em lugares que comercializam produtos coloniais",,,"Não",,"Colônia Marcelino e em lugares que comercializam produtos coloniais",,,,,,"Não",,,,,,
atrativos,"Holuptzi",,"Gastronomia","Rota das Colônias","O holubtsi é um prato tradicional ucraniano, também conhecido como charuto de repolho. É preparado com folhas de repolho recheadas com carne, arroz, trigo-sarraceno, cebola, cenoura e temperos. O prato é cozido com molho ou suco de tomate.","Colônia Marcelino",,,"Não",,"Colônia Marcelino",,,,,,"Não",,,,,,
atrativos,"Kutiá",,"Gastronomia","Rota das Colônias","A kutia é um alimento simbólico, tradicionalmente servido durante a Ceia de Natal Ucraniana. Este prato doce é feito com grãos de trigo cozidos, mel, nozes e, às vezes, frutas secas, representando prosperidade e a conexão com os ancestrais.","Colônia Marcelino",,,"Não",,"Colônia Marcelino",,,,,,"Não",,,,,,
atrativos,"Paczki",,"Gastronomia","Rota das Colônias","O Paczki é um doce tradicional polonês, semelhante aos sonhos brasileiros. Este pãozinho é coberto com açúcar e recheado com uma variedade de sabores, sendo o morango o mais comum. Tradicionalmente consumido na quinta-feira antes da Páscoa.","Colônia Murici, e lojas de doces poloneses",,,"Não",,"Colônia Murici, e lojas de doces poloneses",,,,,,"Não",,,,,,
atrativos,"Pyrizhky",,"Gastronomia","Rota das Colônias","Pyrizhky são pãezinhos recheados que fazem parte do patrimônio culinário da Ucrânia, refletindo sua história e cultura. Eles são preparados durante todo o ano, com recheios que variam conforme a estação. Nas variedades salgadas, podem ser recheados com carne moída, cogumelos, ovo cozido ou repolho.","Colônia Marcelino",,,"Não",,"Colônia Marcelino",,,,,,"Não",,,,,,
atrativos,"Pierogi",,"Gastronomia","Rota das Colônias","Pierogi é uma iguaria tradicional, semelhante a um pastel cozido, recheado com uma variedade de ingredientes como ricota, carne de porco, frango, linguiça e repolho azedo. Os recheios de ricota ou batata são os mais tradicionais, destacando-se na culinária local.","Colônia Murici",,,"Não",,"Colônia Murici",,,,,,"Não",,,,,,
atrativos,"Varéneke ou perohé",,"Gastronomia","Rota das Colônias","O Varéneke ou perohé é uma comida tradicional ucraniana, frequentemente preparada para festas e reuniões familiares. Assemelha-se ao pierogui polonês, sendo pastéis recheados que podem ter uma variedade de recheios, como batata, repolho, queijo e frutas. A versão doce é servida com creme de leite e mel.","Colônia Marcelino",,,"Não",,"Colônia Marcelino",,,,,,"Não",,,,,,
