cpt_slug,post_title,tax_categorias_empreendimentos,tax_tipo_atrativo,tax_rotas_turisticas,resumo_historico,endereco_localizacao,entrada,horario_de_visitacao,guia_necessario,subtitulo_slogan,endereco_completo,telefone_whatsapp,instagram,site_oficial,horario_de_funcionamento,comodidades,destaque_na_home,data_de_inicio,sobre_o_evento,data_de_fim,local_do_evento,valor_do_ingresso,link_de_inscricao_compra,organizador
empreendimentos,"Haras Fortaleza","Lazer, Atividades Esportivas",,,"O Haras Fortaleza iniciou suas atividades em 1975, com a criação de cavalos puro sangue inglês. Foi transformado em um espaço sofisticado que oferece serviços completos para eventos como casamentos, festas de debutantes e corporativos. Possui uma paisagem que combina elementos rústicos e elegância.",,,,,,"Rua Antônio Singer, 7683, Campo Largo da Roseira, São José dos Pinhais, PR, Brasil, 83090-362","41999546463","@espacoharasfortaleza","www.harasfortaleza.com.br","Consultar","Estacionamento, Eventos","Não",,,,,,
empreendimentos,"Pesque e pague Beira Rio","Restaurantes, Lazer",,"Caminho do Vinho","Empreendimento da Família Obiava, o pesca e pague oferece carpas, tilápias, bagres para pesca nos tanques do espaço. O local possui um restaurante que oferece porções de peixe, bolinho de aipim com carne seca, vinhos, queijos, sorvetes e doces coloniais.",,,,,,"Rua Augusto Micrute, 2903, Colônia Mergulhão, São José dos Pinhais, PR, Brasil, 83075-182","4136351020","@peskpaguebeirario","","Ter-Sex: 12h-18h | Sáb-Dom: 9h-18h","Estacionamento, Restaurante","Não",,,,,,
empreendimentos,"Pesque e pague do Didi","Restaurantes, Bares e Cafés, Lazer",,,"O local combina lazer e gastronomia, oferecendo restaurante com comida caseira, porções e cerveja gelada, além da pescaria. Às sextas-feiras, realiza um animado Happy Hour com moda de viola a partir das 20:00 e feijoada aos sábados.",,,,,,"Rua Elias Pedro Saad, 40, Campina, São José dos Pinhais, PR, Brasil, 81935-420","41996674908","@pesque-e-pague-do-didi","","Pesca/Quiosques: Seg-Dom: 9h-18h | Piscinas: Seg-Dom: 10h-18h | Restaurante: Sáb, Dom e Feriados: 11h30-15h","Estacionamento, Acessibilidade, Restaurante, Lanchonete, Churrasqueira, Área Kids, Eventos","Não",,,,,,
empreendimentos,"Pesque e pague Restaurante  Arujá","Restaurantes, Bares e Cafés, Lazer",,,"É o pesque e pague mais antigo da cidade, iniciou suas atividades em 1993. Iniciou com a criação de peixe e depois agregou valor ao negócio com a inauguração de um restaurante e lanchonete com receitas autorais.",,,,,,"Rua José Francisco Negoseki, 65, Colônia Zacarias, São José dos Pinhais, PR, Brasil, 83020-838","41991944280","@pesquepaguearuja","","Sáb, Dom e Feriados: 8h-18h | Noite do Pastel: 2ª Sexta-feira do mês, a partir das 18h","Estacionamento, Acessibilidade, Restaurante, Lanchonete, Área Kids, Eventos","Não",,,,,,
empreendimentos,"Pesque e pague Restaurante Hono-Rios","Restaurantes, Bares e Cafés, Lazer",,,"Seguindo a tradição da família, esse pesque e pague pertence ao Roberto Dirceu Júnior, filho do Sr. Roberto, criador do mais antigo pesca e pague da cidade. É um ambiente rústico, familiar que funciona aos finais de semana e feriado.",,,,,,"Rua do Piquete, S/N, Bairro Miringuava, São José dos Pinhais, PR, Brasil, 83090-990","41991244210","@pesque_pague_honorios","","Sáb, Dom e Feriados: 8h-18h","Lanchonete, Restaurante, Estacionamento, Acessibilidade, Área Kids","Não",,,,,,
empreendimentos,"Aurora Eventos","Apoio ao Turista, Eventos",,"Rota das Colônias","Está localizado na Rota das Colônias. Oferece uma combinação de estrutura moderna com um ambiente tranquilo e integrado à natureza. É uma opção adequada para encontros corporativos, treinamentos, workshops, palestras e confraternizações.",,,,,,"Rua José Francisco Negoseki, 4329, Zacarias, São José dos Pinhais, PR, Brasil, 83020-838","41991138986","@auroraevenntos","","Consultar","Estacionamento, Eventos","Não",,,,,,
empreendimentos,"Belliti - Chácara de eventos","Apoio ao Turista, Eventos",,,"O local possui uma arquitetura moderna com toque rústico que harmoniza vidro e madeira em um charmoso chalé. A área total é de aproximadamente 1000m². Inclui um lindo jardim para cerimônias ao ar livre e um salão para recepção.",,,,,,"Rua do Piquete, 120, Miringuava, São José dos Pinhais, PR, Brasil, 83005-970","41987059022","@chacarabelliti","https://bit.ly/BELLITISJP","Consultar","Estacionamento, Acessibilidade, Eventos","Não",,,,,,
empreendimentos,"Caprini  Malhada - Chácara de eventos","Apoio ao Turista, Eventos",,"Destinos do Campo","A chácara oferece 24.000 m² de área bem cuidada e uma estrutura completa para celebrações. Com salão climatizado, cozinha industrial, som e iluminação, gerador a diesel, espaços ao ar livre para casamentos, piscina, campo de futebol, lagos e jardins.",,,,,,"Travessa São Francisco de Assis, S/N, Área Rural, São José dos Pinhais, PR, Brasil, 83005-150","41995075912","@caprinieventos","https://bit.ly/CAPRINISJP","Consultar","Piscina, Eventos","Não",,,,,,
empreendimentos,"Chácara Bella Vitte","Pousadas e Hotéis Rurais, Eventos",,"Caminho do Vinho","Espaço acolhedor e versátil localizado na Rota do Vinho. Possui estrutura planejada para receber eventos como casamentos, festas de 15 anos, confraternizações e hospedagens em grupo. A chácara também funciona como pousada, oferecendo conforto e tranquilidade do ambiente natural.",,,,,,"Rua Julio César Setenareski, 2750, Costeira, São José dos Pinhais, PR, Brasil, 83085-290","41996166002","@chacarabellavite","www.casamentos.com.br/chacara-casamento/chacara-bella-vite--e431666","Consultar","Estacionamento, Eventos","Não",,,,,,
empreendimentos,"Espaço Namata","Apoio ao Turista, Eventos",,,"Construído para conectar pessoas com a natureza, está localizado em uma área de Mata Atlântica com nascentes preservadas, proporcionando ambientes internos e externos para atividades e treinamentos, palestras e confraternizações. Possui uma arquitetura contemporânea inserida em uma mata de araucárias.",,,,,,"Rua Marcos Foggiatto, 121, Aristocrata, São José dos Pinhais, PR, Brasil, 83030-162","41992369257","@espaconamataeventos","www.espaconamata.com.br","Consultar","Estacionamento, Acessibilidade, Eventos","Não",,,,,,
empreendimentos,"Jack Music Bar","Bares e Cafés",,,"Bar com ambiente descontraído, decoração acolhedora e estrutura preparada para música ao vivo. Oferece uma programação regular de shows, eventos temáticos, aulas de dança, e promoções especiais de chope. Ambiente casual e animado.",,,,,,"Rua Pedro Môro Redeschi, 177, São Pedro, São José dos Pinhais, PR, Brasil, 83005-060","41999430503","@jackmusicbar","","Consultar","Estacionamento","Não",,,,,,
empreendimentos,"Livale Eventos Corporativos","Apoio ao Turista, Eventos",,"Caminho do Vinho","Localizado no Caminho do Vinho, o espaço é uma chácara versátil, ideal para a realização de eventos corporativos, formaturas, confraternizações e celebrações familiares de alto padrão. O ambiente é moderno e clean. Com estrutura completa, oferece assessoria e cerimonial para casamentos.",,,,,,"Rua Julio Cesar Setenareski, 2425, Colônia Mergulhão, São José dos Pinhais, PR, Brasil, 83015-280","41988451461","@ivaleneventos","https://www.casamentos.com.br/salao-casamento/livalen-eventos--e345496","Consultar","Estacionamento, Banheiros, Área Kids, Eventos","Não",,,,,,
empreendimentos,"Pellanda - Lazer & Eventos","Apoio ao Turista, Eventos",,"Rota das Colônias","A chácara possui uma área de 100 mil m² e conta com extensa área verde, lagos artificiais, bosque e um grande salão para eventos. Há cinco gerações, o local pertence à família do Sr. Clodoaldo José Pellanda.",,,,,,"Rua José Zancheta Filho, 1837, Campina do Taquaral, São José dos Pinhais, PR, Brasil, 83021-430","41998911275","@ChacaraPellanda","www.rotadascolonias.com.br/associado/chacara-pellanda","Consultar","Churrasqueira, Banheiros, Estacionamento, Eventos","Não",,,,,,
